# V0=1.0, s=0.5 
#  x1  x2  wavefunction
#   
   -4.950000E+00    -4.950000E+00     1.687190E-24
   -4.950000E+00    -4.900000E+00    -7.378562E-13
   -4.950000E+00    -4.850000E+00    -1.884756E-12
   -4.950000E+00    -4.800000E+00    -3.603866E-12
   -4.950000E+00    -4.750000E+00    -6.113475E-12
   -4.950000E+00    -4.700000E+00    -9.703369E-12
   -4.950000E+00    -4.650000E+00    -1.475548E-11
   -4.950000E+00    -4.600000E+00    -2.176977E-11
   -4.950000E+00    -4.550000E+00    -3.139648E-11
   -4.950000E+00    -4.500000E+00    -4.447601E-11
   -4.950000E+00    -4.450000E+00    -6.208803E-11
   -4.950000E+00    -4.400000E+00    -8.561160E-11
   -4.950000E+00    -4.350000E+00    -1.167983E-10
   -4.950000E+00    -4.300000E+00    -1.578607E-10
   -4.950000E+00    -4.250000E+00    -2.115792E-10
   -4.950000E+00    -4.200000E+00    -2.814298E-10
   -4.950000E+00    -4.150000E+00    -3.717365E-10
   -4.950000E+00    -4.100000E+00    -4.878521E-10
   -4.950000E+00    -4.050000E+00    -6.363716E-10
   -4.950000E+00    -4.000000E+00    -8.253837E-10
   -4.950000E+00    -3.950000E+00    -1.064764E-09
   -4.950000E+00    -3.900000E+00    -1.366517E-09
   -4.950000E+00    -3.850000E+00    -1.745170E-09
   -4.950000E+00    -3.800000E+00    -2.218232E-09
   -4.950000E+00    -3.750000E+00    -2.806714E-09
   -4.950000E+00    -3.700000E+00    -3.535726E-09
   -4.950000E+00    -3.650000E+00    -4.435153E-09
   -4.950000E+00    -3.600000E+00    -5.540417E-09
   -4.950000E+00    -3.550000E+00    -6.893333E-09
   -4.950000E+00    -3.500000E+00    -8.543065E-09
   -4.950000E+00    -3.450000E+00    -1.054718E-08
   -4.950000E+00    -3.400000E+00    -1.297282E-08
   -4.950000E+00    -3.350000E+00    -1.589796E-08
   -4.950000E+00    -3.300000E+00    -1.941281E-08
   -4.950000E+00    -3.250000E+00    -2.362130E-08
   -4.950000E+00    -3.200000E+00    -2.864270E-08
   -4.950000E+00    -3.150000E+00    -3.461326E-08
   -4.950000E+00    -3.100000E+00    -4.168806E-08
   -4.950000E+00    -3.050000E+00    -5.004282E-08
   -4.950000E+00    -3.000000E+00    -5.987583E-08
   -4.950000E+00    -2.950000E+00    -7.140990E-08
   -4.950000E+00    -2.900000E+00    -8.489427E-08
   -4.950000E+00    -2.850000E+00    -1.006066E-07
   -4.950000E+00    -2.800000E+00    -1.188547E-07
   -4.950000E+00    -2.750000E+00    -1.399783E-07
   -4.950000E+00    -2.700000E+00    -1.643509E-07
   -4.950000E+00    -2.650000E+00    -1.923806E-07
   -4.950000E+00    -2.600000E+00    -2.245115E-07
   -4.950000E+00    -2.550000E+00    -2.612245E-07
   -4.950000E+00    -2.500000E+00    -3.030377E-07
   -4.950000E+00    -2.450000E+00    -3.505056E-07
   -4.950000E+00    -2.400000E+00    -4.042193E-07
   -4.950000E+00    -2.350000E+00    -4.648047E-07
   -4.950000E+00    -2.300000E+00    -5.329206E-07
   -4.950000E+00    -2.250000E+00    -6.092557E-07
   -4.950000E+00    -2.200000E+00    -6.945255E-07
   -4.950000E+00    -2.150000E+00    -7.894677E-07
   -4.950000E+00    -2.100000E+00    -8.948364E-07
   -4.950000E+00    -2.050000E+00    -1.011396E-06
   -4.950000E+00    -2.000000E+00    -1.139916E-06
   -4.950000E+00    -1.950000E+00    -1.281158E-06
   -4.950000E+00    -1.900000E+00    -1.435871E-06
   -4.950000E+00    -1.850000E+00    -1.604780E-06
   -4.950000E+00    -1.800000E+00    -1.788575E-06
   -4.950000E+00    -1.750000E+00    -1.987897E-06
   -4.950000E+00    -1.700000E+00    -2.203332E-06
   -4.950000E+00    -1.650000E+00    -2.435391E-06
   -4.950000E+00    -1.600000E+00    -2.684500E-06
   -4.950000E+00    -1.550000E+00    -2.950989E-06
   -4.950000E+00    -1.500000E+00    -3.235074E-06
   -4.950000E+00    -1.450000E+00    -3.536847E-06
   -4.950000E+00    -1.400000E+00    -3.856261E-06
   -4.950000E+00    -1.350000E+00    -4.193124E-06
   -4.950000E+00    -1.300000E+00    -4.547081E-06
   -4.950000E+00    -1.250000E+00    -4.917605E-06
