# V0=-19.0, s=0.5 
#  x1  x2  wavefunction
#   
   -4.950000E+00    -4.950000E+00    -5.790230E-25
   -4.950000E+00    -4.900000E+00    -3.412522E-12
   -4.950000E+00    -4.850000E+00    -8.589802E-12
   -4.950000E+00    -4.800000E+00    -1.603127E-11
   -4.950000E+00    -4.750000E+00    -2.629647E-11
   -4.950000E+00    -4.700000E+00    -3.999815E-11
   -4.950000E+00    -4.650000E+00    -5.779429E-11
   -4.950000E+00    -4.600000E+00    -8.037559E-11
   -4.950000E+00    -4.550000E+00    -1.084593E-10
   -4.950000E+00    -4.500000E+00    -1.427884E-10
   -4.950000E+00    -4.450000E+00    -1.841255E-10
   -4.950000E+00    -4.400000E+00    -2.332590E-10
   -4.950000E+00    -4.350000E+00    -2.910164E-10
   -4.950000E+00    -4.300000E+00    -3.582716E-10
   -4.950000E+00    -4.250000E+00    -4.359659E-10
   -4.950000E+00    -4.200000E+00    -5.251298E-10
   -4.950000E+00    -4.150000E+00    -6.268961E-10
   -4.950000E+00    -4.100000E+00    -7.425290E-10
   -4.950000E+00    -4.050000E+00    -8.734496E-10
   -4.950000E+00    -4.000000E+00    -1.021238E-09
   -4.950000E+00    -3.950000E+00    -1.187664E-09
   -4.950000E+00    -3.900000E+00    -1.374709E-09
   -4.950000E+00    -3.850000E+00    -1.584564E-09
   -4.950000E+00    -3.800000E+00    -1.819637E-09
   -4.950000E+00    -3.750000E+00    -2.082583E-09
   -4.950000E+00    -3.700000E+00    -2.376295E-09
   -4.950000E+00    -3.650000E+00    -2.703892E-09
   -4.950000E+00    -3.600000E+00    -3.068746E-09
   -4.950000E+00    -3.550000E+00    -3.474469E-09
   -4.950000E+00    -3.500000E+00    -3.924900E-09
   -4.950000E+00    -3.450000E+00    -4.424106E-09
   -4.950000E+00    -3.400000E+00    -4.976373E-09
   -4.950000E+00    -3.350000E+00    -5.586188E-09
   -4.950000E+00    -3.300000E+00    -6.258226E-09
   -4.950000E+00    -3.250000E+00    -6.997333E-09
   -4.950000E+00    -3.200000E+00    -7.808492E-09
   -4.950000E+00    -3.150000E+00    -8.696813E-09
   -4.950000E+00    -3.100000E+00    -9.667493E-09
   -4.950000E+00    -3.050000E+00    -1.072577E-08
   -4.950000E+00    -3.000000E+00    -1.187690E-08
   -4.950000E+00    -2.950000E+00    -1.312610E-08
   -4.950000E+00    -2.900000E+00    -1.447852E-08
   -4.950000E+00    -2.850000E+00    -1.593913E-08
   -4.950000E+00    -2.800000E+00    -1.751274E-08
   -4.950000E+00    -2.750000E+00    -1.920390E-08
   -4.950000E+00    -2.700000E+00    -2.101677E-08
   -4.950000E+00    -2.650000E+00    -2.295517E-08
   -4.950000E+00    -2.600000E+00    -2.502243E-08
   -4.950000E+00    -2.550000E+00    -2.722130E-08
   -4.950000E+00    -2.500000E+00    -2.955389E-08
