# V0=15.0, s=0.5 
#  x1  x2  wavefunction
#   
   -4.950000E+00    -4.950000E+00     1.254783E-25
   -4.950000E+00    -4.900000E+00    -1.907207E-13
   -4.950000E+00    -4.850000E+00    -4.936597E-13
   -4.950000E+00    -4.800000E+00    -9.645888E-13
   -4.950000E+00    -4.750000E+00    -1.685273E-12
   -4.950000E+00    -4.700000E+00    -2.774579E-12
   -4.950000E+00    -4.650000E+00    -4.403732E-12
   -4.950000E+00    -4.600000E+00    -6.817114E-12
   -4.950000E+00    -4.550000E+00    -1.036015E-11
   -4.950000E+00    -4.500000E+00    -1.551596E-11
   -4.950000E+00    -4.450000E+00    -2.295344E-11
   -4.950000E+00    -4.400000E+00    -3.358939E-11
   -4.950000E+00    -4.350000E+00    -4.866672E-11
   -4.950000E+00    -4.300000E+00    -6.985337E-11
   -4.950000E+00    -4.250000E+00    -9.936586E-11
   -4.950000E+00    -4.200000E+00    -1.401201E-10
   -4.950000E+00    -4.150000E+00    -1.959155E-10
   -4.950000E+00    -4.100000E+00    -2.716594E-10
   -4.950000E+00    -4.050000E+00    -3.736356E-10
   -4.950000E+00    -4.000000E+00    -5.098236E-10
   -4.950000E+00    -3.950000E+00    -6.902818E-10
   -4.950000E+00    -3.900000E+00    -9.275977E-10
   -4.950000E+00    -3.850000E+00    -1.237417E-09
   -4.950000E+00    -3.800000E+00    -1.639070E-09
   -4.950000E+00    -3.750000E+00    -2.156292E-09
   -4.950000E+00    -3.700000E+00    -2.818066E-09
   -4.950000E+00    -3.650000E+00    -3.659606E-09
   -4.950000E+00    -3.600000E+00    -4.723467E-09
   -4.950000E+00    -3.550000E+00    -6.060826E-09
   -4.950000E+00    -3.500000E+00    -7.732946E-09
   -4.950000E+00    -3.450000E+00    -9.812827E-09
   -4.950000E+00    -3.400000E+00    -1.238704E-08
   -4.950000E+00    -3.350000E+00    -1.555780E-08
   -4.950000E+00    -3.300000E+00    -1.944527E-08
   -4.950000E+00    -3.250000E+00    -2.419009E-08
   -4.950000E+00    -3.200000E+00    -2.995609E-08
   -4.950000E+00    -3.150000E+00    -3.693334E-08
   -4.950000E+00    -3.100000E+00    -4.534135E-08
   -4.950000E+00    -3.050000E+00    -5.543248E-08
   -4.950000E+00    -3.000000E+00    -6.749566E-08
   -4.950000E+00    -2.950000E+00    -8.186010E-08
   -4.950000E+00    -2.900000E+00    -9.889931E-08
   -4.950000E+00    -2.850000E+00    -1.190351E-07
   -4.950000E+00    -2.800000E+00    -1.427416E-07
   -4.950000E+00    -2.750000E+00    -1.705495E-07
   -4.950000E+00    -2.700000E+00    -2.030496E-07
   -4.950000E+00    -2.650000E+00    -2.408969E-07
   -4.950000E+00    -2.600000E+00    -2.848141E-07
   -4.950000E+00    -2.550000E+00    -3.355940E-07
   -4.950000E+00    -2.500000E+00    -3.941026E-07
   -4.950000E+00    -2.450000E+00    -4.612807E-07
   -4.950000E+00    -2.400000E+00    -5.381450E-07
   -4.950000E+00    -2.350000E+00    -6.257877E-07
   -4.950000E+00    -2.300000E+00    -7.253761E-07
   -4.950000E+00    -2.250000E+00    -8.381497E-07
   -4.950000E+00    -2.200000E+00    -9.654169E-07
   -4.950000E+00    -2.150000E+00    -1.108550E-06
   -4.950000E+00    -2.100000E+00    -1.268976E-06
   -4.950000E+00    -2.050000E+00    -1.448171E-06
   -4.950000E+00    -2.000000E+00    -1.647650E-06
   -4.950000E+00    -1.950000E+00    -1.868950E-06
   -4.950000E+00    -1.900000E+00    -2.113617E-06
   -4.950000E+00    -1.850000E+00    -2.383194E-06
   -4.950000E+00    -1.800000E+00    -2.679198E-06
   -4.950000E+00    -1.750000E+00    -3.003097E-06
   -4.950000E+00    -1.700000E+00    -3.356296E-06
   -4.950000E+00    -1.650000E+00    -3.740108E-06
   -4.950000E+00    -1.600000E+00    -4.155725E-06
   -4.950000E+00    -1.550000E+00    -4.604202E-06
   -4.950000E+00    -1.500000E+00    -5.086422E-06
   -4.950000E+00    -1.450000E+00    -5.603072E-06
   -4.950000E+00    -1.400000E+00    -6.154611E-06
   -4.950000E+00    -1.350000E+00    -6.741253E-06
   -4.950000E+00    -1.300000E+00    -7.362932E-06
   -4.950000E+00    -1.250000E+00    -8.019279E-06
   -4.950000E+00    -1.200000E+00    -8.709604E-06
   -4.950000E+00    -1.150000E+00    -9.432878E-06
   -4.950000E+00    -1.100000E+00    -1.018771E-05
   -4.950000E+00    -1.050000E+00    -1.097232E-05
   -4.950000E+00    -1.000000E+00    -1.178458E-05
   -4.950000E+00    -9.500000E-01    -1.262195E-05
   -4.950000E+00    -9.000000E-01    -1.348152E-05
   -4.950000E+00    -8.500000E-01    -1.435999E-05
   -4.950000E+00    -8.000000E-01    -1.525372E-05
   -4.950000E+00    -7.500000E-01    -1.615868E-05
   -4.950000E+00    -7.000000E-01    -1.707055E-05
   -4.950000E+00    -6.500000E-01    -1.798470E-05
   -4.950000E+00    -6.000000E-01    -1.889625E-05
   -4.950000E+00    -5.500000E-01    -1.980008E-05
   -4.950000E+00    -5.000000E-01    -2.069092E-05
   -4.950000E+00    -4.500000E-01    -2.156334E-05
   -4.950000E+00    -4.000000E-01    -2.241186E-05
   -4.950000E+00    -3.500000E-01    -2.323098E-05
   -4.950000E+00    -3.000000E-01    -2.401524E-05
   -4.950000E+00    -2.500000E-01    -2.475928E-05
   -4.950000E+00    -2.000000E-01    -2.545791E-05
   -4.950000E+00    -1.500000E-01    -2.610614E-05
   -4.950000E+00    -1.000000E-01    -2.669927E-05
   -4.950000E+00    -5.000000E-02    -2.723297E-05
   -4.950000E+00     0.000000E+00    -2.770327E-05
   -4.950000E+00     5.000000E-02    -2.810661E-05
   -4.950000E+00     1.000000E-01    -2.843997E-05
   -4.950000E+00     1.500000E-01    -2.870085E-05
   -4.950000E+00     2.000000E-01    -2.888724E-05
   -4.950000E+00     2.500000E-01    -2.899776E-05
   -4.950000E+00     3.000000E-01    -2.903162E-05
   -4.950000E+00     3.500000E-01    -2.898863E-05
   -4.950000E+00     4.000000E-01    -2.886915E-05
   -4.950000E+00     4.500000E-01    -2.867422E-05
   -4.950000E+00     5.000000E-01    -2.840544E-05
   -4.950000E+00     5.500000E-01    -2.806488E-05
   -4.950000E+00     6.000000E-01    -2.765522E-05
   -4.950000E+00     6.500000E-01    -2.717968E-05
   -4.950000E+00     7.000000E-01    -2.664179E-05
   -4.950000E+00     7.500000E-01    -2.604550E-05
   -4.950000E+00     8.000000E-01    -2.539523E-05
   -4.950000E+00     8.500000E-01    -2.469556E-05
   -4.950000E+00     9.000000E-01    -2.395123E-05
   -4.950000E+00     9.500000E-01    -2.316728E-05
   -4.950000E+00     1.000000E+00    -2.234878E-05
   -4.950000E+00     1.050000E+00    -2.150072E-05
   -4.950000E+00     1.100000E+00    -2.062807E-05
   -4.950000E+00     1.150000E+00    -1.973574E-05
   -4.950000E+00     1.200000E+00    -1.882831E-05
   -4.950000E+00     1.250000E+00    -1.790999E-05
   -4.950000E+00     1.300000E+00    -1.698481E-05
   -4.950000E+00     1.350000E+00    -1.605616E-05
   -4.950000E+00     1.400000E+00    -1.512678E-05
   -4.950000E+00     1.450000E+00    -1.419884E-05
   -4.950000E+00     1.500000E+00    -1.327367E-05
   -4.950000E+00     1.550000E+00    -1.235149E-05
   -4.950000E+00     1.600000E+00    -1.143139E-05
   -4.950000E+00     1.650000E+00    -1.051120E-05
   -4.950000E+00     1.700000E+00    -9.586966E-06
   -4.950000E+00     1.750000E+00    -8.652723E-06
   -4.950000E+00     1.800000E+00    -7.700226E-06
   -4.950000E+00     1.850000E+00    -6.718289E-06
   -4.950000E+00     1.900000E+00    -5.692078E-06
   -4.950000E+00     1.950000E+00    -4.602414E-06
   -4.950000E+00     2.000000E+00    -3.424987E-06
   -4.950000E+00     2.050000E+00    -2.128146E-06
   -4.950000E+00     2.100000E+00     0.000000E+00
   -4.950000E+00     2.150000E+00     0.000000E+00
   -4.950000E+00     2.200000E+00     0.000000E+00
   -4.950000E+00     2.250000E+00     0.000000E+00
   -4.950000E+00     2.300000E+00     0.000000E+00
   -4.950000E+00     2.350000E+00     0.000000E+00
   -4.950000E+00     2.400000E+00     0.000000E+00
   -4.950000E+00     2.450000E+00     0.000000E+00
   -4.950000E+00     2.500000E+00     0.000000E+00
   -4.950000E+00     2.550000E+00     0.000000E+00
   -4.950000E+00     2.600000E+00     0.000000E+00
   -4.950000E+00     2.650000E+00     0.000000E+00
   -4.950000E+00     2.700000E+00     0.000000E+00
   -4.950000E+00     2.750000E+00     0.000000E+00
   -4.950000E+00     2.800000E+00     0.000000E+00
   -4.950000E+00     2.850000E+00     0.000000E+00
   -4.950000E+00     2.900000E+00     0.000000E+00
   -4.950000E+00     2.950000E+00     0.000000E+00
   -4.950000E+00     3.000000E+00     0.000000E+00
   -4.950000E+00     3.050000E+00     0.000000E+00
   -4.950000E+00     3.100000E+00     0.000000E+00
   -4.950000E+00     3.150000E+00     0.000000E+00
   -4.950000E+00     3.200000E+00     0.000000E+00
   -4.950000E+00     3.250000E+00     0.000000E+00
   -4.950000E+00     3.300000E+00     0.000000E+00
   -4.950000E+00     3.350000E+00     0.000000E+00
   -4.950000E+00     3.400000E+00     0.000000E+00
   -4.950000E+00     3.450000E+00     0.000000E+00
   -4.950000E+00     3.500000E+00     0.000000E+00
   -4.950000E+00     3.550000E+00     0.000000E+00
   -4.950000E+00     3.600000E+00     0.000000E+00
   -4.950000E+00     3.650000E+00     0.000000E+00
   -4.950000E+00     3.700000E+00     0.000000E+00
   -4.950000E+00     3.750000E+00     0.000000E+00
   -4.950000E+00     3.800000E+00     0.000000E+00
   -4.950000E+00     3.850000E+00     0.000000E+00
   -4.950000E+00     3.900000E+00     0.000000E+00
   -4.950000E+00     3.950000E+00     0.000000E+00
   -4.950000E+00     4.000000E+00     0.000000E+00
   -4.950000E+00     4.050000E+00     0.000000E+00
   -4.950000E+00     4.100000E+00     0.000000E+00
   -4.950000E+00     4.150000E+00     0.000000E+00
   -4.950000E+00     4.200000E+00     0.000000E+00
   -4.950000E+00     4.250000E+00     0.000000E+00
   -4.950000E+00     4.300000E+00     0.000000E+00
   -4.950000E+00     4.350000E+00     0.000000E+00
   -4.950000E+00     4.400000E+00     0.000000E+00
   -4.950000E+00     4.450000E+00     0.000000E+00
   -4.950000E+00     4.500000E+00     0.000000E+00
   -4.950000E+00     4.550000E+00     0.000000E+00
   -4.950000E+00     4.600000E+00     0.000000E+00
   -4.950000E+00     4.650000E+00     0.000000E+00
   -4.950000E+00     4.700000E+00     0.000000E+00
   -4.950000E+00     4.750000E+00     0.000000E+00
   -4.950000E+00     4.800000E+00     0.000000E+00
   -4.950000E+00     4.850000E+00     0.000000E+00
   -4.950000E+00     4.900000E+00     0.000000E+00
   -4.950000E+00     4.950000E+00     0.000000E+00
   -4.950000E+00     5.000000E+00     0.000000E+00
#   
   -4.900000E+00    -4.950000E+00     1.907207E-13
   -4.900000E+00    -4.900000E+00     2.053329E-25
   -4.900000E+00    -4.850000E+00    -3.113164E-13
   -4.900000E+00    -4.800000E+00    -8.037967E-13
   -4.900000E+00    -4.750000E+00    -1.566661E-12
   -4.900000E+00    -4.700000E+00    -2.730345E-12
   -4.900000E+00    -4.650000E+00    -4.483927E-12
   -4.900000E+00    -4.600000E+00    -7.098988E-12
   -4.900000E+00    -4.550000E+00    -1.096202E-11
   -4.900000E+00    -4.500000E+00    -1.661768E-11
   -4.900000E+00    -4.450000E+00    -2.482545E-11
   -4.900000E+00    -4.400000E+00    -3.663367E-11
   -4.900000E+00    -4.350000E+00    -5.347478E-11
   -4.900000E+00    -4.300000E+00    -7.728465E-11
   -4.900000E+00    -4.250000E+00    -1.106529E-10
   -4.900000E+00    -4.200000E+00    -1.570099E-10
   -4.900000E+00    -4.150000E+00    -2.208536E-10
   -4.900000E+00    -4.100000E+00    -3.080258E-10
   -4.900000E+00    -4.050000E+00    -4.260468E-10
   -4.900000E+00    -4.000000E+00    -5.845142E-10
   -4.900000E+00    -3.950000E+00    -7.955747E-10
   -4.900000E+00    -3.900000E+00    -1.074488E-09
   -4.900000E+00    -3.850000E+00    -1.440288E-09
   -4.900000E+00    -3.800000E+00    -1.916549E-09
   -4.900000E+00    -3.750000E+00    -2.532303E-09
   -4.900000E+00    -3.700000E+00    -3.323073E-09
   -4.900000E+00    -3.650000E+00    -4.332093E-09
   -4.900000E+00    -3.600000E+00    -5.611710E-09
   -4.900000E+00    -3.550000E+00    -7.224970E-09
   -4.900000E+00    -3.500000E+00    -9.247433E-09
   -4.900000E+00    -3.450000E+00    -1.176925E-08
   -4.900000E+00    -3.400000E+00    -1.489746E-08
   -4.900000E+00    -3.350000E+00    -1.875857E-08
   -4.900000E+00    -3.300000E+00    -2.350144E-08
   -4.900000E+00    -3.250000E+00    -2.930048E-08
   -4.900000E+00    -3.200000E+00    -3.635905E-08
   -4.900000E+00    -3.150000E+00    -4.491324E-08
   -4.900000E+00    -3.100000E+00    -5.523598E-08
   -4.900000E+00    -3.050000E+00    -6.764134E-08
   -4.900000E+00    -3.000000E+00    -8.248907E-08
   -4.900000E+00    -2.950000E+00    -1.001895E-07
   -4.900000E+00    -2.900000E+00    -1.212084E-07
   -4.900000E+00    -2.850000E+00    -1.460724E-07
   -4.900000E+00    -2.800000E+00    -1.753735E-07
   -4.900000E+00    -2.750000E+00    -2.097751E-07
   -4.900000E+00    -2.700000E+00    -2.500161E-07
   -4.900000E+00    -2.650000E+00    -2.969162E-07
   -4.900000E+00    -2.600000E+00    -3.513803E-07
   -4.900000E+00    -2.550000E+00    -4.144020E-07
   -4.900000E+00    -2.500000E+00    -4.870671E-07
   -4.900000E+00    -2.450000E+00    -5.705560E-07
   -4.900000E+00    -2.400000E+00    -6.661446E-07
   -4.900000E+00    -2.350000E+00    -7.752053E-07
   -4.900000E+00    -2.300000E+00    -8.992051E-07
   -4.900000E+00    -2.250000E+00    -1.039703E-06
   -4.900000E+00    -2.200000E+00    -1.198345E-06
   -4.900000E+00    -2.150000E+00    -1.376859E-06
   -4.900000E+00    -2.100000E+00    -1.577044E-06
   -4.900000E+00    -2.050000E+00    -1.800762E-06
   -4.900000E+00    -2.000000E+00    -2.049922E-06
   -4.900000E+00    -1.950000E+00    -2.326465E-06
   -4.900000E+00    -1.900000E+00    -2.632349E-06
   -4.900000E+00    -1.850000E+00    -2.969521E-06
   -4.900000E+00    -1.800000E+00    -3.339903E-06
   -4.900000E+00    -1.750000E+00    -3.745359E-06
   -4.900000E+00    -1.700000E+00    -4.187669E-06
   -4.900000E+00    -1.650000E+00    -4.668501E-06
   -4.900000E+00    -1.600000E+00    -5.189381E-06
   -4.900000E+00    -1.550000E+00    -5.751651E-06
   -4.900000E+00    -1.500000E+00    -6.356446E-06
   -4.900000E+00    -1.450000E+00    -7.004654E-06
   -4.900000E+00    -1.400000E+00    -7.696880E-06
   -4.900000E+00    -1.350000E+00    -8.433413E-06
   -4.900000E+00    -1.300000E+00    -9.214200E-06
   -4.900000E+00    -1.250000E+00    -1.003881E-05
   -4.900000E+00    -1.200000E+00    -1.090639E-05
   -4.900000E+00    -1.150000E+00    -1.181567E-05
   -4.900000E+00    -1.100000E+00    -1.276493E-05
   -4.900000E+00    -1.050000E+00    -1.375196E-05
   -4.900000E+00    -1.000000E+00    -1.477410E-05
   -4.900000E+00    -9.500000E-01    -1.582818E-05
   -4.900000E+00    -9.000000E-01    -1.691054E-05
   -4.900000E+00    -8.500000E-01    -1.801707E-05
   -4.900000E+00    -8.000000E-01    -1.914317E-05
   -4.900000E+00    -7.500000E-01    -2.028381E-05
   -4.900000E+00    -7.000000E-01    -2.143355E-05
   -4.900000E+00    -6.500000E-01    -2.258655E-05
   -4.900000E+00    -6.000000E-01    -2.373668E-05
   -4.900000E+00    -5.500000E-01    -2.487749E-05
